"","schlcode","enrollment","classize","avgmath","avgverb","disadv"
"519",31047,171,34,65.7300033569336,80.3000030517578,3
"520",31047,171,35,67.6100006103516,72.7399978637695,3
"521",31047,171,27,93.9300003051758,93.8600006103516,3
"522",31048,55,20,58.0400009155273,77.4499969482422,11
"523",31048,55,12,71.9499969482422,77.1600036621094,11
"524",31049,59,27,86.7699966430664,85.1600036621094,2
"525",31049,59,32,81.8175735473633,84.8787841796875,2
"526",31052,85,28,85.0699996948242,83.5599975585938,2
"527",31052,85,29,85.5199966430664,87,2
"528",31052,85,28,85.2399978637695,86.9199981689453,2
"529",31055,71,37,78.0299987792969,85.9100036621094,3
"530",31055,71,34,75.7900009155273,85.2600021362305,3
"531",31056,90,33,67.5999984741211,73.0999984741211,4
"532",31056,90,36,70.4000015258789,81.1689682006836,4
"533",31060,78,29,62.25,67.7799987792969,13
"534",31060,78,29,57.4099998474121,70.870002746582,13
"535",31062,154,34,67.9400024414062,77.3000030517578,5
"536",31062,154,37,74.5400009155273,81.6900024414062,5
"537",31062,154,35,69.2099990844727,74.129997253418,5
"538",31062,154,38,77.3499984741211,80.0800018310547,5
"539",31063,41,21,68.6100006103516,79.8300018310547,6
"540",31063,41,20,69.2699966430664,79.4700012207031,6
"541",31067,71,26,60.8400001525879,76.5,17
"542",31067,71,22,63.3699989318848,67.629997253418,17
"543",31068,48,24,64.0500030517578,67.3300018310547,15
"544",31068,48,24,66.4300003051758,65.4300003051758,15
"545",31069,69,24,62.5,81.7900009155273,6
"546",31069,69,26,60.2799987792969,73.5199966430664,6
"547",31070,47,37,70.2399978637695,75.0400009155273,11
"548",31073,26,26,62.2000007629395,71.1399993896484,16
"549",31075,80,37,85.1900024414062,88.5899963378906,6
"550",31075,80,34,86.8099975585938,87.4100036621094,6
"551",31077,77,26,74.3600006103516,68.0899963378906,13
"552",31077,77,26,71.2200012207031,72.4800033569336,13
"553",31078,90,39,82.120002746582,77.8499984741211,4
"554",31078,90,37,75.6787109375,78.1650009155273,4
"555",31079,79,20,70.1399993896484,75.620002746582,12
"556",31079,79,20,73.0500030517578,82.8899993896484,12
"557",31079,79,32,59.0971870422363,74.324836730957,12
"558",31083,22,22,69.9400024414062,75.8600006103516,38
"559",31084,64,33,80.0999984741211,83.8399963378906,8
"560",31084,64,31,72.6900024414062,81.9100036621094,8
"561",31085,23,23,52.1100006103516,69.5,28
"562",31086,9,9,47.1800003051758,46.3300018310547,51
"563",31087,66,33,76.4599990844727,84.629997253418,5
"564",31087,66,33,75.4968719482422,85.3819351196289,5
"565",31089,52,26,63.9099998474121,64.6999969482422,15
"566",31089,52,26,70.0400009155273,70.7300033569336,15
"567",31090,116,29,67.0400009155273,65.7200012207031,17
"568",31090,116,26,66.120002746582,62.2700004577637,17
"569",31090,116,28,68.1100006103516,68.6800003051758,17
"570",31090,116,22,70.8600006103516,71.2900009155273,17
"571",31092,16,16,58.5800018310547,73.2699966430664,23
"572",31095,22,22,83.4700012207031,84.8000030517578,0
"573",31097,118,40,58.1800003051758,76.6699981689453,10
"574",31097,118,40,59.0499992370605,73,10
"575",31097,118,38,59.8102684020996,72.2822875976562,10
"576",31098,57,24,63.4799995422363,59.8699989318848,16
"577",31098,57,9,67.4199981689453,63.5699996948242,16
"578",31099,27,27,64.879997253418,72.1900024414062,20
"579",31100,144,34,69.1500015258789,76.3499984741211,10
"580",31100,144,30,64.2200012207031,80.3300018310547,10
"581",31100,144,35,54.5200004577637,69.6800003051758,10
"582",31100,144,35,60.0963325500488,73.9993362426758,10
"583",31101,40,40,57.1800003051758,60.1800003051758,50
"584",31102,102,22,72,72.870002746582,14
"585",31102,102,22,73.9000015258789,84.0999984741211,14
"586",31102,102,21,77.3000030517578,75.3499984741211,14
"587",31102,102,22,74.4800033569336,77.0500030517578,14
"588",31103,19,19,72.3199996948242,78.9100036621094,2
"589",31107,63,31,64.4300003051758,78.8000030517578,7
"590",31107,63,32,61.4099998474121,75.9000015258789,7
"591",31108,21,21,77,82,28
"592",31109,89,38,64.9700012207031,75.1900024414062,2
"593",31109,89,37,69.2699966430664,77.5899963378906,2
"594",31114,20,20,67,79,1
"595",31115,17,17,62.5299987792969,73.0599975585938,0
"596",31116,33,33,74.6699981689453,86.4800033569336,0
"597",31120,16,16,66,74,11
"598",31121,56,24,76.3600006103516,77.0400009155273,13
"599",31121,56,20,60.1300010681152,64.25,13
"600",31122,52,33,80.6699981689453,80.3499984741211,9
"601",31122,52,33,73.0363998413086,77.5960006713867,9
"602",31125,35,35,75.9700012207031,73,17
"603",31129,43,21,61,80.6900024414062,2
"604",31129,43,22,59.939998626709,78.0599975585938,2
"605",31130,20,20,68,79.3300018310547,2
"606",31132,20,20,67,74,18
"607",31133,40,40,65.7900009155273,73.1500015258789,19
"608",31134,14,14,44.689998626709,64.379997253418,46
"609",31135,100,29,66.9599990844727,75.5,6
"610",31135,100,29,58.1599998474121,73.0800018310547,6
"611",31135,100,32,57.1199989318848,67.4400024414062,6
"612",31136,56,23,67.3300018310547,70.5199966430664,21
"613",31136,56,23,68.6117401123047,77.0449981689453,21
"614",31139,63,30,64.8099975585938,73.6500015258789,22
"615",31139,63,33,60.6599998474121,73.4499969482422,22
"616",31141,20,20,44,53,60
"617",31143,112,36,73.879997253418,78.5500030517578,4
"618",31143,112,34,69.4800033569336,79.0999984741211,4
"619",31143,112,32,73.4400024414062,74.4800033569336,4
"620",31145,127,35,71.1399993896484,80.1399993896484,2
"621",31145,127,36,78.129997253418,82.2900009155273,2
"622",31145,127,32,74.2600021362305,80.4800033569336,2
"623",31148,92,34,60.3199996948242,74,14
"624",31148,92,29,55.5900001525879,68.3000030517578,14
"625",31148,92,29,60.1599998474121,66.2799987792969,14
"626",31151,29,29,70,80,9
"627",31152,51,26,74.2799987792969,79.5599975585938,5
"628",31152,51,25,74.1999969482422,84.0400009155273,5
"629",31153,99,28,77.6800003051758,85.1699981689453,2
"630",31153,99,32,81.2600021362305,81.4199981689453,2
"631",31153,99,28,76.2200012207031,79.2600021362305,2
"632",31154,10,10,72.1999969482422,77.4000015258789,40
"633",31156,117,36,68.8600006103516,78.2300033569336,6
"634",31156,117,33,63.8400001525879,73.870002746582,6
"635",31156,117,30,62.2599983215332,77.7399978637695,6
"636",31157,81,29,70.5899963378906,70.8000030517578,17
"637",31157,81,30,67.4100036621094,69.2727279663086,17
"638",31159,49,21,73,71.9599990844727,57
"639",31160,95,30,54.1800003051758,73.6800003051758,5
"640",31160,95,33,71.0299987792969,82.3600006103516,5
"641",31160,95,32,62.1313323974609,76.7627563476562,5
"642",31161,92,28,75.9199981689453,80.120002746582,5
"643",31161,92,30,77.8600006103516,82.4199981689453,5
"644",31161,92,34,74.4349975585938,80.5478820800781,5
"645",31162,69,34,72.3199996948242,82.4199981689453,13
"646",31162,69,35,78.9400024414062,83.3099975585938,13
"647",31164,25,25,76,82,15
"648",31165,20,20,69.6999969482422,75.6999969482422,43
"649",31167,14,14,81.2699966430664,86.0999984741211,4
"650",31168,11,11,81.8199996948242,87.4499969482422,0
"651",31188,127,34,61.060001373291,67.0299987792969,15
"652",31188,127,34,53.810001373291,67.8300018310547,15
"653",31188,127,35,62.2900009155273,67,15
"654",31189,113,35,64.3600006103516,73.75,7
"655",31189,113,30,63.3199996948242,77.6500015258789,7
"656",31189,113,28,57.1199989318848,71.7600021362305,7
"657",31207,44,31,52,75.1900024414062,9
"658",31208,92,29,80,84,2
"659",31208,92,30,68.1999969482422,74.7200012207031,2
"660",31208,92,33,75,72.2699966430664,2
"661",31209,92,38,77.4800033569336,85.1100006103516,8
"662",31209,92,38,73.0305862426758,79.455451965332,8
"663",31210,78,40,80.5299987792969,83.2399978637695,3
"664",31210,78,38,81.3300018310547,83.9499969482422,3
"665",31212,29,29,56,66,44
"666",31213,70,27,79.5800018310547,73,20
"667",31213,70,29,79.1399993896484,77.2699966430664,20
"668",31214,35,25,81,84,4
"669",31216,150,38,77.9199981689453,84.4899978637695,6
"670",31216,150,30,70.4300003051758,79.879997253418,6
"671",31216,150,33,74,80.4100036621094,6
"672",31216,150,34,76.8118515014648,86.4992828369141,6
"673",31217,116,34,47.7299995422363,52.25,26
"674",31217,116,35,55.5299987792969,69.2399978637695,26
"675",31217,116,34,59.2778587341309,71.629997253418,26
"676",31219,47,19,31.4500007629395,46.7700004577637,40
"677",31219,47,19,47,54,40
"678",31220,121,38,67.7099990844727,70.7099990844727,11
"679",31220,121,38,75.9700012207031,76.1100006103516,11
"680",31220,121,36,59.647777557373,65.5788269042969,11
"681",31222,42,21,63.8800010681152,66.7600021362305,44
"682",31222,42,21,62.2200012207031,73.0599975585938,44
"683",31224,22,22,48.5699996948242,52.3699989318848,50
"684",31232,24,12,60.8199996948242,76.1800003051758,6
"685",31235,100,31,75.0400009155273,76.629997253418,3
"686",31235,100,14,80.0699996948242,76.2699966430664,3
"687",31235,100,28,75.966552734375,78.1142272949219,3
"688",31237,48,27,87.0500030517578,86.4300003051758,2
"689",31237,48,21,77.25,83.3099975585938,2
"690",31238,59,29,71.9000015258789,69.0400009155273,6
"691",31238,59,30,68.5500030517578,73,6
"692",31239,66,33,67.4800033569336,77.9400024414062,6
"693",31239,66,33,70.4725036621094,81.9956283569336,6
"694",31242,89,38,69.2099990844727,79.7099990844727,10
"695",31242,89,39,62.7400016784668,70.9199981689453,10
"696",31243,113,39,81,84.4899978637695,0
"697",31243,113,36,77.2600021362305,85.3600006103516,0
"698",31243,113,38,70.0899963378906,84.1399993896484,0
"699",31250,117,38,63.2599983215332,80.1699981689453,7
"700",31250,117,40,67.1500015258789,76.7799987792969,7
"701",31250,117,39,55.8400001525879,69.5899963378906,7
"702",31252,150,37,74.8899993896484,76.1399993896484,4
"703",31252,150,37,72.8600006103516,80.6699981689453,4
"704",31252,150,37,79.9971084594727,83.0537872314453,4
"705",31253,59,26,61.4500007629395,72.4000015258789,23
"706",31253,59,24,53.1304359436035,64.1739120483398,23
"707",31255,21,21,58.7900009155273,60.9300003051758,46
"708",31256,60,30,78,80.8399963378906,5
"709",31256,60,30,79.4000015258789,79.1999969482422,5
"710",31257,121,37,66.7699966430664,68.7099990844727,7
"711",31257,121,36,86.4100036621094,83.6500015258789,7
"712",31257,121,35,84.4199981689453,80.3300018310547,7
"713",31259,43,24,56,77,31
"714",31260,34,15,44,54,30
"715",31261,130,38,64.629997253418,71.5,6
"716",31261,130,38,70.5,76.5299987792969,6
"717",31261,130,37,69.5858306884766,87.3118209838867,6
"718",31262,45,24,77.5899963378906,83,10
"719",31262,45,21,65.3199996948242,82.1600036621094,10
"720",31265,41,27,75.5400009155273,82.9199981689453,5
"721",41001,36,23,80.8899993896484,83.3199996948242,8
"722",41002,130,35,67.1500015258789,78.2099990844727,3
"723",41002,130,37,74.2099990844727,81.120002746582,3
"724",41002,130,38,65.7360000610352,77.7438888549805,3
"725",41003,41,21,68.879997253418,73.2900009155273,31
"726",41003,41,20,64.7699966430664,68.8499984741211,31
"727",41006,15,15,68.129997253418,72.129997253418,19
"728",41009,58,24,81.0699996948242,81.7900009155273,10
"729",41009,58,24,74.8600006103516,81.2799987792969,10
"730",41010,45,23,71.620002746582,76.620002746582,10
"731",41010,45,22,54.7718200683594,61.3800010681152,10
"732",41012,29,29,58.1599998474121,63.8400001525879,33
"733",41016,11,11,52.8199996948242,59.7799987792969,28
"734",41017,29,29,65.0699996948242,64.9300003051758,30
"735",41018,30,30,72.8099975585938,84.0599975585938,1
"736",41019,27,27,78.6999969482422,81,5
"737",41020,134,35,71.2300033569336,73.7699966430664,2
"738",41020,134,33,79.6800003051758,79.4300003051758,2
"739",41020,134,31,62.8600006103516,73.6399993896484,2
"740",41020,134,35,69.5366668701172,80.6760635375977,2
"741",41023,51,24,78.6500015258789,76.2600021362305,11
"742",41023,51,27,71.7711563110352,75.7699966430664,11
"743",41024,43,20,62.689998626709,85.8099975585938,11
"744",41024,43,23,60.5200004577637,88.379997253418,11
"745",41025,52,25,70.1699981689453,76.0500030517578,11
"746",41025,52,27,69.8488922119141,77.7464294433594,11
"747",41029,89,30,62.8300018310547,77.8600006103516,0
"748",41029,89,29,66.1500015258789,77.9599990844727,0
"749",41029,89,30,67.9599990844727,82.0800018310547,0
"750",41030,19,19,57.939998626709,76.7200012207031,0
"751",41032,107,34,80.0400009155273,80.9300003051758,12
"752",41032,107,34,73.7900009155273,71.9599990844727,12
"753",41032,107,31,79.5685729980469,74.6771392822266,12
"754",41034,73,33,71.5899963378906,79.7900009155273,12
"755",41034,73,29,75.9599990844727,80.0400009155273,12
"756",41035,41,21,62.7000007629395,69.0500030517578,21
"757",41035,41,20,61.3636360168457,67.0454559326172,21
"758",41037,58,20,66.3199996948242,69.4700012207031,18
"759",41037,58,22,60.4300003051758,70.9000015258789,18
"760",41039,32,32,58,66,24
"761",41040,73,32,67.9400024414062,78.0999984741211,6
"762",41040,73,31,76.9700012207031,79.25,6
"763",41041,21,21,73.1399993896484,78.0999984741211,9
"764",41045,96,31,61.6100006103516,67.8099975585938,10
"765",41045,96,34,74.879997253418,78.8099975585938,10
"766",41045,96,31,68.2699966430664,68.6699981689453,10
"767",41046,19,19,78,76.879997253418,6
"768",41058,42,22,69.5699996948242,78.3000030517578,16
"769",41058,42,20,65.1100006103516,82,16
"770",41059,16,16,72.0599975585938,78.629997253418,40
"771",41060,92,29,69.5599975585938,74.629997253418,10
"772",41060,92,32,66.9100036621094,75.9700012207031,10
"773",41060,92,31,61.6813774108887,71.2396545410156,10
"774",41061,87,35,63.0900001525879,76.3600006103516,12
"775",41061,87,38,54.4900016784668,69.8600006103516,12
"776",41062,139,34,74.9000015258789,71.5699996948242,13
"777",41062,139,28,74.3199996948242,86.2699966430664,13
"778",41062,139,31,64.0299987792969,74.8600006103516,13
"779",41063,67,32,73.5599975585938,79.1900024414062,20
"780",41063,67,35,62.2099990844727,67.8000030517578,20
"781",41066,22,22,59,71,22
"782",41068,23,23,73.2699966430664,78.3199996948242,0
"783",41071,73,36,63.0900001525879,73.9400024414062,3
"784",41071,73,37,69.4100036621094,77.0800018310547,3
"785",41072,41,21,72.5899963378906,79.1800003051758,9
"786",41072,41,20,69.3899993896484,83.6100006103516,9
"787",41073,119,34,73.129997253418,80,4
"788",41073,119,37,77.8199996948242,81.7600021362305,4
"789",41073,119,38,73.7055282592773,75.3275680541992,4
"790",41074,20,20,71.5500030517578,65.5999984741211,11
"791",41077,66,32,68.2200012207031,72.3099975585938,25
"792",41077,66,34,67.7572402954102,75.8648300170898,25
"793",41078,226,38,77.5100021362305,81.5999984741211,9
"794",41078,226,36,72.2200012207031,74.0599975585938,9
"795",41078,226,35,75.7900009155273,82.0599975585938,9
"796",41078,226,36,69.4700012207031,78.7799987792969,9
"797",41078,226,37,74.3199996948242,74.9700012207031,9
"798",41079,25,25,57,59,34
"799",41080,43,34,50.2099990844727,64.2600021362305,35
"800",41081,84,27,64.6600036621094,71.620002746582,16
"801",41081,84,29,66.2699966430664,68.9300003051758,16
"802",41081,84,28,70.0951690673828,66.4475860595703,16
"803",41082,17,17,72.629997253418,70.4400024414062,41
"804",41083,14,14,79.8000030517578,73.5,54
"805",41084,68,31,73.5999984741211,77.5,6
"806",41084,68,25,73.9599990844727,77.4599990844727,6
"807",41085,158,37,81.2099990844727,83.1900024414062,4
"808",41085,158,39,81.4899978637695,79,4
"809",41085,158,11,76.6900024414062,77.0899963378906,4
"810",41085,158,36,76.3767623901367,85.1991195678711,4
"811",41086,188,39,73.870002746582,74.9400024414062,5
"812",41086,188,35,77.3899993896484,76.1399993896484,5
"813",41086,188,38,79.4599990844727,77.3600006103516,5
"814",41086,188,40,74.8499984741211,74.0800018310547,5
"815",41086,188,37,79.9700012207031,80.1600036621094,5
"816",41087,97,34,66,70.1399993896484,9
"817",41087,97,32,67.3199996948242,70.1100006103516,9
"818",41087,97,31,74.0299987792969,72.1699981689453,9
"819",41089,97,42,65.5,69.75,18
"820",41089,97,43,57.8199996948242,60.0299987792969,18
"821",41091,78,39,71.4599990844727,72.7799987792969,11
"822",41091,78,39,82.3942108154297,81.2200012207031,11
"823",41092,28,28,57.0699996948242,68.2200012207031,16
"824",41093,27,25,61.3300018310547,69.5299987792969,51
"825",41094,23,23,83.7699966430664,83.7300033569336,3
"826",41095,51,23,84.1999969482422,81.1500015258789,26
"827",41095,51,23,83.2900009155273,79.620002746582,26
"828",41096,41,20,57.6500015258789,62.2200012207031,36
"829",41096,41,21,67.1800003051758,69.4100036621094,36
"830",41097,43,22,72.8099975585938,80.4300003051758,8
"831",41097,43,21,60.8499984741211,79.9000015258789,8
"832",41098,38,38,38.1800003051758,56.560001373291,36
"833",41099,55,25,56.1100006103516,63.5699996948242,27
"834",41099,55,30,48.6500015258789,58.560001373291,27
"835",41100,62,31,63.060001373291,72.6600036621094,23
"836",41100,62,31,71.129997253418,65.9000015258789,23
"837",41101,44,23,51.3800010681152,60.9500007629395,43
"838",41101,44,21,45.8199996948242,59.3300018310547,43
"839",41105,33,33,62.2200012207031,76.370002746582,40
"840",41106,103,35,73.8899993896484,74.6900024414062,4
"841",41106,103,28,85.4800033569336,80.4800033569336,4
"842",41106,103,11,66.4800033569336,73.7399978637695,4
"843",41108,54,27,77.5199966430664,74.629997253418,20
"844",41108,54,27,71.4300003051758,75.1900024414062,20
"845",41111,82,34,68.379997253418,79.4800033569336,11
"846",41111,82,28,78.8252182006836,82.9165191650391,11
"847",41114,23,23,72.5,84.8899993896484,2
"848",41116,140,32,58.8300018310547,70.9700012207031,9
"849",41116,140,38,76.3099975585938,79.8000030517578,9
"850",41116,140,34,68.9400024414062,76.9700012207031,9
"851",41116,140,36,73.974853515625,79.1636123657227,9
"852",41118,54,25,66.0899963378906,74.5,4
"853",41118,54,29,81.1399993896484,81.2099990844727,4
"854",41122,19,19,63,76,11
"855",41125,70,30,78.25,78.9499969482422,10
"856",41125,70,28,80.7900009155273,76.1800003051758,10
"857",41126,82,41,74.9700012207031,81.6999969482422,5
"858",41126,82,41,85.0500030517578,85.2300033569336,5
"859",41127,56,28,74.5400009155273,75.8499984741211,17
"860",41127,56,28,78.4599990844727,73.1500015258789,17
"861",41129,24,24,48.6699981689453,58.6500015258789,33
"862",41131,47,23,78.6100006103516,80.5199966430664,0
"863",41131,47,24,77.6399993896484,79.5,0
"864",41132,58,28,75,78.5699996948242,0
"865",41132,58,30,84.1800003051758,84.0699996948242,0
"866",41134,51,24,47.7000007629395,47.7900009155273,31
"867",41134,51,27,72.2600021362305,81.0899963378906,31
"868",41135,157,39,80.2399978637695,82.3499984741211,8
"869",41135,157,39,74.4400024414062,77.4700012207031,8
"870",41135,157,40,82.4000015258789,88.6600036621094,8
"871",41135,157,39,74.6933364868164,79.2430267333984,8
"872",41136,63,31,74.0599975585938,78.0299987792969,24
"873",41136,63,32,80.9300003051758,82.0699996948242,24
"874",41137,134,40,83.620002746582,81.8899993896484,15
"875",41137,134,40,83.9199981689453,88.8899993896484,15
"876",41137,134,40,79.9199981689453,79.2399978637695,15
"877",41138,173,40,72.2699966430664,75.9400024414062,13
"878",41138,173,38,80.2900009155273,80.4100036621094,13
"879",41138,173,40,74.8099975585938,78.620002746582,13
"880",41138,173,40,72.7900009155273,74.1900024414062,13
"881",41139,129,31,73.5899963378906,69.4800033569336,12
"882",41139,129,28,71.6399993896484,76.3600006103516,12
"883",41139,129,34,72,71.8499984741211,12
"884",41139,129,36,68.8499984741211,74.8199996948242,12
"885",41140,64,26,59.1100006103516,60.1100006103516,40
"886",41140,64,12,54.0999984741211,61.5699996948242,40
"887",41142,139,32,75.7699966430664,76.3899993896484,11
"888",41142,139,37,85.0299987792969,86.5400009155273,11
"889",41142,139,34,83.0899963378906,80.9400024414062,11
"890",41142,139,36,75.2616119384766,75.2254867553711,11
"891",41143,46,22,70.3300018310547,68.6699981689453,40
"892",41143,46,24,54.7112503051758,63.997501373291,40
"893",41144,88,27,78.0800018310547,73.4599990844727,35
"894",41144,88,31,68.6699981689453,69.1600036621094,35
"895",41144,88,30,73.120002746582,70.5599975585938,35
"896",41145,28,28,66.0899963378906,71.5699996948242,19
"897",41146,46,22,69.4499969482422,68.0999984741211,41
"898",41146,46,24,63.6699981689453,62,41
"899",41148,59,29,54.2099990844727,59.3199996948242,46
"900",41148,59,30,53.3699989318848,64.9700012207031,46
"901",41149,127,33,71.6900024414062,75,19
"902",41149,127,30,62.1599998474121,69.7900009155273,19
"903",41149,127,32,66,75.0699996948242,19
"904",41149,127,32,72.1548385620117,67.9996795654297,19
"905",41150,38,38,76.4700012207031,83.6500015258789,1
"906",41153,10,10,62,75,0
"907",41154,17,17,77.2399978637695,81.5299987792969,0
"908",41155,76,33,72.0899963378906,79.5599975585938,1
"909",41155,76,31,78.2399978637695,82.6600036621094,1
"910",41160,126,39,69.1500015258789,75,11
"911",41160,126,39,78.3199996948242,80,11
"912",41160,126,38,72.8399963378906,80.1600036621094,11
"913",41161,166,32,72.5199966430664,83.4800033569336,3
"914",41161,166,33,62.4700012207031,76.7200012207031,3
"915",41161,166,34,80.6500015258789,82.9700012207031,3
"916",41161,166,34,73.3099975585938,82.4599990844727,3
"917",41161,166,33,74.8978118896484,79.4203414916992,3
"918",41162,84,28,50.1699981689453,66.4100036621094,9
"919",41162,84,30,66.1100006103516,68.8899993896484,9
"920",41162,84,26,92.6900024414062,93.8099975585938,9
"921",41163,64,31,57.2799987792969,80.3399963378906,8
"922",41163,64,33,57.4300003051758,82.7900009155273,8
"923",41164,15,15,55.3600006103516,68,16
"924",41165,97,33,65.1699981689453,70.2200012207031,10
"925",41165,97,33,68.8300018310547,74.8000030517578,10
"926",41165,97,31,68.1999969482422,76.1999969482422,10
"927",41166,100,34,79.3399963378906,75.879997253418,12
"928",41166,100,33,74.879997253418,78.6699981689453,12
"929",41166,100,33,83.6500015258789,78.1900024414062,12
"930",41167,28,28,62.3199996948242,73.6100006103516,8
"931",41168,108,35,62.5400009155273,68.1100006103516,4
"932",41168,108,37,75.4300003051758,74.4000015258789,4
"933",41168,108,36,66.0299987792969,76.6399993896484,4
"934",41169,73,38,73.6399993896484,75.5800018310547,10
"935",41169,73,39,66.379997253418,67.4199981689453,10
"936",41170,84,27,56.1199989318848,62.6800003051758,11
"937",41170,84,28,72.5899963378906,69.5,11
"938",41170,84,29,75.2600021362305,77.185188293457,11
"939",41172,84,28,74.8899993896484,81.1900024414062,10
"940",41172,84,30,80.2900009155273,82.5199966430664,10
"941",41172,84,26,75.6783981323242,75.9932022094727,10
"942",41173,83,27,85.4400024414062,78.879997253418,10
"943",41173,83,28,79.9599990844727,81.5800018310547,10
"944",41173,83,28,82.8099975585938,84.2699966430664,10
"945",41174,123,34,61.0299987792969,71.3300018310547,12
"946",41174,123,27,60.3800010681152,61.2400016784668,12
"947",41174,123,35,54.5800018310547,69.3899993896484,12
"948",41174,123,27,69.7303848266602,73.0092315673828,12
"949",41176,24,24,67.5199966430664,68.9000015258789,43
"950",41178,49,24,87.8300018310547,87.870002746582,5
"951",41178,49,25,81.4300003051758,79.3000030517578,5
"952",41179,61,32,71.9300003051758,78.0800018310547,5
"953",41179,61,29,74,76.0800018310547,5
"954",41181,53,22,61.7799987792969,69.5599975585938,20
"955",41181,53,21,72.2200012207031,78.4400024414062,20
"956",41182,37,25,61.5400009155273,73.1800003051758,45
"957",41183,69,29,76.7900009155273,80.7900009155273,2
"958",41183,69,32,79.6100006103516,82.7399978637695,2
"959",41184,49,24,74.6500015258789,77.2600021362305,26
"960",41184,49,25,78,79.4800033569336,26
"961",41185,63,28,57.7099990844727,70.4599990844727,20
"962",41185,63,27,64.7399978637695,71.8499984741211,20
"963",41186,47,25,65.2399978637695,70.5,24
"964",41186,47,22,66.2099990844727,71.6100006103516,24
"965",41187,98,34,80.879997253418,80.1600036621094,3
"966",41187,98,33,74.9400024414062,70.4499969482422,3
"967",41187,98,31,78.0870971679688,77.2558059692383,3
"968",41189,54,27,79.1900024414062,64.3499984741211,14
"969",41189,54,27,69.2600021362305,63.5200004577637,14
"970",41190,199,37,76.3499984741211,72.5899963378906,7
"971",41190,199,40,79.9300003051758,78.7200012207031,7
"972",41190,199,36,72.3499984741211,78.7699966430664,7
"973",41190,199,37,85.5,81.6600036621094,7
"974",41190,199,38,70.9743270874023,73.6797332763672,7
"975",41191,122,36,70.1999969482422,73.0599975585938,16
"976",41191,122,35,64.2900009155273,73.2099990844727,16
"977",41191,122,37,66.4325714111328,75.6600036621094,16
"978",41193,44,20,55.6800003051758,69.4499969482422,21
"979",41193,44,24,59,69.6500015258789,21
"980",41194,80,22,82.1699981689453,84.2099990844727,17
"981",41194,80,30,73.1399993896484,77.6800003051758,17
"982",41194,80,28,73.6900024414062,81.5199966430664,17
"983",41195,111,31,78.5999984741211,78.4000015258789,7
"984",41195,111,28,69.0400009155273,69.6999969482422,7
"985",41195,111,31,76.9599990844727,76.5222244262695,7
"986",41197,98,31,76.3499984741211,82.0800018310547,12
"987",41197,98,34,86.2099990844727,79.5500030517578,12
"988",41197,98,33,85.955924987793,81.5174102783203,12
"989",41198,51,25,80.6699981689453,81.4300003051758,6
"990",41198,51,26,80.75,77.5,6
"991",41199,109,37,84.7600021362305,84.5800018310547,5
"992",41199,109,37,76.8899993896484,79.1399993896484,5
"993",41199,109,35,86.2900009155273,84.7900009155273,5
"994",41202,112,38,81.4800033569336,81.4499969482422,4
"995",41202,112,37,84.6900024414062,83.5999984741211,4
"996",41202,112,37,76.2099990844727,78.7900009155273,4
"997",41203,119,39,68.6999969482422,79.0899963378906,7
"998",41203,119,40,79.1999969482422,81.2600021362305,7
"999",41203,119,40,76.6916656494141,76.7843246459961,7
"1000",41206,67,34,75.3499984741211,74.0299987792969,10
"1001",41206,67,33,71.4199981689453,76.9300003051758,10
"1002",41208,92,28,64.4800033569336,80.1900024414062,7
"1003",41208,92,26,78.2699966430664,83.5,7
"1004",41208,92,28,74.8899993896484,82.6999969482422,7
"1005",41210,80,40,64.2099990844727,63.7400016784668,19
"1006",41210,80,40,74.0561141967773,76.4291915893555,19
"1007",41212,96,32,69.5899963378906,64.7200012207031,12
"1008",41212,96,33,64.879997253418,71.629997253418,12
"1009",41212,96,31,66.5148391723633,70.7032241821289,12
"1010",41214,21,21,53.7099990844727,59.2900009155273,41
"1011",41217,49,23,60.4099998474121,62.3600006103516,46
"1012",41217,49,26,63.5208702087402,71.4382629394531,46
"1013",41218,28,28,69.8499984741211,73.879997253418,2
"1014",41220,125,38,66.370002746582,78.1800003051758,3
"1015",41220,125,40,64.8899993896484,78.1600036621094,3
"1016",41220,125,35,66.907096862793,80.96533203125,3
"1017",41221,155,35,78.1500015258789,80.9700012207031,5
"1018",41221,155,37,76.8300018310547,77.2600021362305,5
"1019",41221,155,36,77.8199996948242,82.4700012207031,5
"1020",41221,155,36,75.2891464233398,83.3402862548828,5
"1021",41225,135,32,80,79.870002746582,8
"1022",41225,135,31,81.0299987792969,83.7600021362305,8
"1023",41225,135,29,75.2099990844727,80.3399963378906,8
"1024",41225,135,32,75.5199966430664,80,8
"1025",41227,36,36,64.0899963378906,77.6600036621094,2
"1026",41232,19,19,64.3199996948242,79.9499969482422,0
"1027",41234,101,34,61.4500007629395,74.5800018310547,5
"1028",41234,101,32,62.2799987792969,78.2099990844727,5
"1029",41234,101,35,71.0899963378906,78.1699981689453,5
"1030",41236,23,23,50,66,33
"1031",41237,19,19,70.870002746582,85.129997253418,34
"1032",41274,19,19,43.560001373291,44.189998626709,28
"1033",41275,34,34,65.620002746582,82.6900024414062,4
"1034",41276,92,29,83.620002746582,79.5400009155273,2
"1035",41276,92,32,89.3300018310547,86.129997253418,2
"1036",41276,92,31,75.7399978637695,81.7799987792969,2
"1037",41277,80,32,59.8400001525879,63.6800003051758,11
